eval;num_vitimas;num_vizinhos;num_trocas;tempo
[0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044, 0.12781954887218044];5;5;2;0.595905065536499
[0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405, 0.15037593984962405];6;6;3;1.3134312629699707
